,cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
7225,FRT1ST0014HS0021CN001154P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,"L'histoire des juifs prouve le contraire. Ce sont les musulmans qui ont assuré leur protection quand des ""catholiques"" les pourchassaient et voulaient les exterminer.",Islamophobia,generic,"facts , hypocrisy",69.0,male,High school
7226,FRT1ST0014HS0021CN001154P2,Les musulmans ne sont pas tolérants aux autres religions.,"L'histoire des juifs prouve le contraire. Ce sont les musulmans qui ont assuré leur protection quand des ""catholiques"" les pourchassaient et voulaient les exterminer.",Islamophobia,generic,"facts , hypocrisy",69.0,male,High school
7227,FRT1ST0014HS0021CN001154T1,Muslims hate anyone who is not Muslim.,"The history of the Jews proves otherwise. These are Muslims who ensured their protection when ""Catholics"" chased and wanted to exterminate them.",Islamophobia,generic,"facts , hypocrisy",,,
7228,FRT1ST0014HS0021CN001155,Les musulmans détestent quiconque n'est pas musulman.,"L'histoire prouve que cela est faux: les musulmans ont conclu des pactes garantissant la coexistence pacifique (Constitution de Médine, etc.)",Islamophobia,generic,facts,69.0,male,High school
7229,FRT1ST0014HS0021CN001155P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,"L'histoire prouve que cela est faux: les musulmans ont conclu des pactes garantissant la coexistence pacifique (Constitution de Médine, etc.)",Islamophobia,generic,facts,69.0,male,High school
7230,FRT1ST0014HS0021CN001155P2,Les musulmans ne sont pas tolérants aux autres religions.,"L'histoire prouve que cela est faux: les musulmans ont conclu des pactes garantissant la coexistence pacifique (Constitution de Médine, etc.)",Islamophobia,generic,facts,69.0,male,High school
7231,FRT1ST0014HS0021CN001155T1,Muslims hate anyone who is not Muslim.,"History shows that this is false: Muslims pacts guaranteeing peaceful coexistence (Constitution of Medina, etc.)",Islamophobia,generic,facts,,,
7232,FRT1ST0014HS0021CN001156,Les musulmans détestent quiconque n'est pas musulman.,"Pour un musulman croie ou mécroie qui veut, Allah seul tranchera entre eux et nous. ""a moi ma religion, à toi ta religion"".",Islamophobia,generic,other,69.0,male,High school
7233,FRT1ST0014HS0021CN001156P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,"Pour un musulman croie ou mécroie qui veut, Allah seul tranchera entre eux et nous. ""a moi ma religion, à toi ta religion"".",Islamophobia,generic,other,69.0,male,High school
7234,FRT1ST0014HS0021CN001156P2,Les musulmans ne sont pas tolérants aux autres religions.,"Pour un musulman croie ou mécroie qui veut, Allah seul tranchera entre eux et nous. ""a moi ma religion, à toi ta religion"".",Islamophobia,generic,other,69.0,male,High school
7235,FRT1ST0014HS0021CN001156T1,Muslims hate anyone who is not Muslim.,"For a Muslim who believes or disbelieves whoever wants, Allah alone will decide between them and us. ""to me my religion, to you your religion"".",Islamophobia,generic,other,,,
7236,FRT1ST0014HS0021CN001157,Les musulmans détestent quiconque n'est pas musulman.,Pas de généralité sil vous plait.,Islamophobia,generic,denouncing,27.0,male,Master
7237,FRT1ST0014HS0021CN001157P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Pas de généralité sil vous plait.,Islamophobia,generic,denouncing,27.0,male,Master
7238,FRT1ST0014HS0021CN001157P2,Les musulmans ne sont pas tolérants aux autres religions.,Pas de généralité sil vous plait.,Islamophobia,generic,denouncing,27.0,male,Master
7239,FRT1ST0014HS0021CN001157T1,Muslims hate anyone who is not Muslim.,Please don't generalize.,Islamophobia,generic,denouncing,,,
7240,FRT1ST0014HS0021CN001158,Les musulmans détestent quiconque n'est pas musulman.,C'est d'ailleurs pour ça qu'ils sont des millions à venir vivre dans des pays où la majorité de la population n'est pas musulmane.,Islamophobia,generic,hypocrisy,28.0,male,Master
7241,FRT1ST0014HS0021CN001158P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,C'est d'ailleurs pour ça qu'ils sont des millions à venir vivre dans des pays où la majorité de la population n'est pas musulmane.,Islamophobia,generic,hypocrisy,28.0,male,Master
7242,FRT1ST0014HS0021CN001158P2,Les musulmans ne sont pas tolérants aux autres religions.,C'est d'ailleurs pour ça qu'ils sont des millions à venir vivre dans des pays où la majorité de la population n'est pas musulmane.,Islamophobia,generic,hypocrisy,28.0,male,Master
7243,FRT1ST0014HS0021CN001158T1,Muslims hate anyone who is not Muslim.,That is why millions of them come to live in countries where the majority of the population is not Muslim.,Islamophobia,generic,hypocrisy,,,
7244,FRT1ST0014HS0021CN001159,Les musulmans détestent quiconque n'est pas musulman.,"C'est faux. En revanche, peut-on blâmer une personne de détester quelqu'un qui fait preuve de haine à son égard, sans autre cause que son appartenance à une religion?",Islamophobia,generic,"hypocrisy , question",28.0,male,Master
7245,FRT1ST0014HS0021CN001159P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,"C'est faux. En revanche, peut-on blâmer une personne de détester quelqu'un qui fait preuve de haine à son égard, sans autre cause que son appartenance à une religion?",Islamophobia,generic,"hypocrisy , question",28.0,male,Master
7246,FRT1ST0014HS0021CN001159P2,Les musulmans ne sont pas tolérants aux autres religions.,"C'est faux. En revanche, peut-on blâmer une personne de détester quelqu'un qui fait preuve de haine à son égard, sans autre cause que son appartenance à une religion?",Islamophobia,generic,"hypocrisy , question",28.0,male,Master
7247,FRT1ST0014HS0021CN001159T1,Muslims hate anyone who is not Muslim.,"It is wrong. But can you blame a person for hating someone who hates him or her, without any other cause than his religious affiliation?",Islamophobia,generic,"hypocrisy , question",,,
7248,FRT1ST0014HS0021CN001160,Les musulmans détestent quiconque n'est pas musulman.,Ne disait-on pas la même chose des Juifs il y a moins d'un siècle?,Islamophobia,generic,"hypocrisy , question",28.0,male,Master
7249,FRT1ST0014HS0021CN001160P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Ne disait-on pas la même chose des Juifs il y a moins d'un siècle?,Islamophobia,generic,"hypocrisy , question",28.0,male,Master
7250,FRT1ST0014HS0021CN001160P2,Les musulmans ne sont pas tolérants aux autres religions.,Ne disait-on pas la même chose des Juifs il y a moins d'un siècle?,Islamophobia,generic,"hypocrisy , question",28.0,male,Master
7251,FRT1ST0014HS0021CN001160T1,Muslims hate anyone who is not Muslim.,Wasn't the same thing said about Jews less than a century ago?,Islamophobia,generic,"hypocrisy , question",,,
7252,FRT1ST0014HS0021CN001161,Les musulmans détestent quiconque n'est pas musulman.,Les musulmans ont toujours vécu en paix avec les non musulmans.,Islamophobia,generic,"facts , positive",52.0,male,PhD
7253,FRT1ST0014HS0021CN001161P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Les musulmans ont toujours vécu en paix avec les non musulmans.,Islamophobia,generic,"facts , positive",52.0,male,PhD
7254,FRT1ST0014HS0021CN001161P2,Les musulmans ne sont pas tolérants aux autres religions.,Les musulmans ont toujours vécu en paix avec les non musulmans.,Islamophobia,generic,"facts , positive",52.0,male,PhD
7255,FRT1ST0014HS0021CN001161T1,Muslims hate anyone who is not Muslim.,Muslims have always lived in peace with non-Muslims.,Islamophobia,generic,"facts , positive",,,
7256,FRT1ST0014HS0021CN001162,Les musulmans détestent quiconque n'est pas musulman.,Respect mutuel.,Islamophobia,generic,"facts , hypocrisy",52.0,male,PhD
7257,FRT1ST0014HS0021CN001162P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Respect mutuel.,Islamophobia,generic,"facts , hypocrisy",52.0,male,PhD
7258,FRT1ST0014HS0021CN001162P2,Les musulmans ne sont pas tolérants aux autres religions.,Respect mutuel.,Islamophobia,generic,"facts , hypocrisy",52.0,male,PhD
7259,FRT1ST0014HS0021CN001162T1,Muslims hate anyone who is not Muslim.,Mutual respect.,Islamophobia,generic,"facts , hypocrisy",,,
7260,FRT1ST0014HS0021CN001163,Les musulmans détestent quiconque n'est pas musulman.,Voire l'histoire.,Islamophobia,generic,other,52.0,male,PhD
7261,FRT1ST0014HS0021CN001163P1,Les musulmans ne sont pas tolérants envers les non-musulmans.,Voire l'histoire.,Islamophobia,generic,other,52.0,male,PhD
7262,FRT1ST0014HS0021CN001163P2,Les musulmans ne sont pas tolérants aux autres religions.,Voire l'histoire.,Islamophobia,generic,other,52.0,male,PhD
7263,FRT1ST0014HS0021CN001163T1,Muslims hate anyone who is not Muslim.,See the history.,Islamophobia,generic,other,,,
7264,FRT1ST0014HS0022CN000063,L'islam est barbare.,"L'islam est une religion de paix, d'amour et fraternité.",Islamophobia,generic,positive,32.0,female,Master
7265,FRT1ST0014HS0022CN000063P1,L'islam est cruel.,"L'islam est une religion de paix, d'amour et fraternité.",Islamophobia,generic,positive,32.0,female,Master
7266,FRT1ST0014HS0022CN000063P2,L'islam est inférieur.,"L'islam est une religion de paix, d'amour et fraternité.",Islamophobia,generic,positive,32.0,female,Master
7267,FRT1ST0014HS0022CN000063T1,Islam is barbaric.,"Islam is a religion of peace, love and brotherhood.",Islamophobia,generic,positive,,,
7268,FRT1ST0014HS0022CN001375,L'islam est barbare.,L'islam est paix amour tolérance respect.,Islamophobia,generic,positive,37.0,female,Some university without degree
7269,FRT1ST0014HS0022CN001375P1,L'islam est cruel.,L'islam est paix amour tolérance respect.,Islamophobia,generic,positive,37.0,female,Some university without degree
7270,FRT1ST0014HS0022CN001375P2,L'islam est inférieur.,L'islam est paix amour tolérance respect.,Islamophobia,generic,positive,37.0,female,Some university without degree
7271,FRT1ST0014HS0022CN001375T1,Islam is barbaric.,"Islam is peace, love, tolerance, compliance.",Islamophobia,generic,positive,,,
7272,FRT1ST0014HS0022CN001376,L'islam est barbare.,L'islam est source de vérité.,Islamophobia,generic,positive,37.0,female,Some university without degree
7273,FRT1ST0014HS0022CN001376P1,L'islam est cruel.,L'islam est source de vérité.,Islamophobia,generic,positive,37.0,female,Some university without degree
7274,FRT1ST0014HS0022CN001376P2,L'islam est inférieur.,L'islam est source de vérité.,Islamophobia,generic,positive,37.0,female,Some university without degree
7275,FRT1ST0014HS0022CN001376T1,Islam is barbaric.,Islam is the source of truth.,Islamophobia,generic,positive,,,
7276,FRT1ST0014HS0022CN001377,L'islam est barbare.,L'islam est une religion qui respecte tt les religions.,Islamophobia,generic,"facts , positive",37.0,female,Some university without degree
7277,FRT1ST0014HS0022CN001377P1,L'islam est cruel.,L'islam est une religion qui respecte tt les religions.,Islamophobia,generic,"facts , positive",37.0,female,Some university without degree
7278,FRT1ST0014HS0022CN001377P2,L'islam est inférieur.,L'islam est une religion qui respecte tt les religions.,Islamophobia,generic,"facts , positive",37.0,female,Some university without degree
7279,FRT1ST0014HS0022CN001377T1,Islam is barbaric.,Islam is a religion that respects all religions.,Islamophobia,generic,"facts , positive",,,
7280,FRT1ST0014HS0022CN001378,L'islam est barbare.,L'islam prône le vivre ensemble.,Islamophobia,generic,"facts , positive",37.0,female,Some university without degree
7281,FRT1ST0014HS0022CN001378P1,L'islam est cruel.,L'islam prône le vivre ensemble.,Islamophobia,generic,"facts , positive",37.0,female,Some university without degree
7282,FRT1ST0014HS0022CN001378P2,L'islam est inférieur.,L'islam prône le vivre ensemble.,Islamophobia,generic,"facts , positive",37.0,female,Some university without degree
7283,FRT1ST0014HS0022CN001378T1,Islam is barbaric.,Islam preaches living together.,Islamophobia,generic,"facts , positive",,,
7284,FRT1ST0014HS0022CN001379,L'islam est barbare.,Certains souverains musulmans ont commis des actes de barbaries mais cela n'incombe que leur auteur et non l'islam.,Islamophobia,generic,facts,31.0,male,PhD
7285,FRT1ST0014HS0022CN001379P1,L'islam est cruel.,Certains souverains musulmans ont commis des actes de barbaries mais cela n'incombe que leur auteur et non l'islam.,Islamophobia,generic,facts,31.0,male,PhD
7286,FRT1ST0014HS0022CN001379P2,L'islam est inférieur.,Certains souverains musulmans ont commis des actes de barbaries mais cela n'incombe que leur auteur et non l'islam.,Islamophobia,generic,facts,31.0,male,PhD
7287,FRT1ST0014HS0022CN001379T1,Islam is barbaric.,"Some Muslim rulers have committed acts of barbarism, but this is the responsibility of the perpetrator alone and not Islam.",Islamophobia,generic,facts,,,
7288,FRT1ST0014HS0022CN001380,L'islam est barbare.,"L'islam n'est pas une religion barbare. Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",Islamophobia,generic,facts,31.0,male,PhD
7289,FRT1ST0014HS0022CN001380P1,L'islam est cruel.,"L'islam n'est pas une religion barbare. Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",Islamophobia,generic,facts,31.0,male,PhD
7290,FRT1ST0014HS0022CN001380P2,L'islam est inférieur.,"L'islam n'est pas une religion barbare. Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",Islamophobia,generic,facts,31.0,male,PhD
